,pm2.5
35913,133.0
35914,124.0
35915,126.0
35916,127.0
35917,132.0
35918,132.0
35919,135.0
35920,159.0
35921,151.0
35922,148.0
35923,140.0
35924,105.0
35925,85.0
35926,84.0
35927,114.0
35928,112.0
35929,111.0
35930,36.0
35931,12.0
35932,12.0
35933,15.0
35934,23.0
35935,24.0
35936,16.0
35937,63.0
35938,84.0
35939,93.0
35940,109.0
35941,128.0
35942,125.0
35943,125.0
35944,126.0
35945,136.0
35946,147.0
35947,95.0
35948,72.0
35949,64.0
35950,61.0
35951,58.0
35952,65.0
35953,62.0
35954,79.0
35955,74.0
35956,67.0
35957,80.0
35958,68.0
35959,63.0
35960,55.0
35961,70.0
35962,84.0
35963,65.0
35964,65.0
35965,70.0
35966,70.0
35967,75.0
35968,90.0
35969,91.0
35970,87.0
35971,80.0
35972,83.0
35973,79.0
35974,69.0
35975,70.0
35976,72.0
35977,74.0
35978,71.0
35979,48.0
35980,43.0
35981,45.0
35982,47.0
35983,56.0
35984,59.0
35985,59.0
35986,55.0
35987,50.0
35988,46.0
35989,40.0
35990,46.0
35991,47.0
35992,50.0
35993,46.0
35994,47.0
35995,55.0
35996,51.0
35997,63.0
35998,62.0
35999,64.0
36000,63.0
36001,63.0
36002,59.0
36003,70.0
36004,71.0
36005,69.0
36006,65.0
36007,54.0
36008,40.0
36009,42.0
36010,42.0
36011,48.0
36012,51.0
36013,57.0
36014,49.0
36015,46.0
36016,40.0
36017,39.0
36018,33.0
36019,26.0
36020,34.0
36021,22.0
36022,22.0
36023,21.0
36024,16.0
36025,17.0
36026,8.0
36027,17.0
36028,15.0
36029,20.0
36030,22.0
36031,30.0
36032,28.0
36033,35.0
36034,40.0
36035,46.0
36036,45.0
36037,47.0
36038,47.0
36039,57.0
36040,65.0
36041,72.0
36042,75.0
36043,82.0
36044,53.0
36045,21.0
36046,23.0
36047,23.0
36048,23.0
36049,23.0
36050,30.0
36051,29.0
36052,40.0
36053,52.0
36054,64.0
36055,65.0
36056,58.0
36057,54.0
36058,42.0
36059,43.0
36060,40.0
36061,50.0
36062,47.0
36063,57.0
36064,80.0
36065,108.0
36066,106.0
36067,98.0
36068,112.0
36069,104.0
36070,86.0
36071,82.0
36072,52.0
36073,42.0
36074,45.0
36075,34.0
36076,30.0
36077,30.0
36078,40.0
36079,36.0
36080,29.0
36081,25.0
36082,32.0
36083,38.0
36084,34.0
36085,32.0
36086,34.0
36087,29.0
36088,26.0
36089,23.0
36090,22.0
36091,17.0
36092,11.0
36093,20.0
36094,14.0
36095,16.0
36096,14.0
36097,14.0
36098,18.0
36099,12.0
36100,19.0
36101,19.0
36102,25.0
36103,30.0
36104,25.0
36105,27.0
36106,30.0
36107,76.0
36108,68.0
36109,77.0
36110,68.0
36111,59.0
36112,45.0
36113,37.0
36114,89.0
36115,52.0
36116,40.0
36117,45.0
36118,69.0
36119,80.0
36120,96.0
36121,107.0
36122,111.0
36123,121.0
36124,109.0
36125,94.0
36126,95.0
36127,105.0
36128,94.0
36129,121.0
36130,203.0
36131,84.0
36132,96.0
36133,83.0
36134,85.0
36135,93.0
36136,89.0
36137,75.0
36138,57.0
36139,271.0
36140,50.0
36141,74.0
36142,56.0
36143,48.0
36144,60.0
36145,49.0
36146,45.0
36147,42.0
36148,38.0
36149,43.0
36150,47.0
36151,63.0
36152,71.0
36153,105.0
36154,74.0
36155,71.0
36156,80.0
36157,79.0
36158,76.0
36159,69.0
36160,68.0
36161,94.0
36162,96.0
36163,98.0
36164,98.0
36165,109.0
36166,95.0
36167,87.0
36168,90.0
36169,69.0
36170,54.0
36171,52.0
36172,48.0
36173,40.0
36174,41.0
36175,21.0
36176,28.0
36177,28.0
36178,34.0
36179,58.0
36180,64.0
36181,68.0
36182,70.0
36183,68.0
36184,77.0
36185,84.0
36186,89.0
36187,103.0
36188,99.0
36189,100.0
36190,132.0
36191,198.0
36192,119.0
36193,137.0
36194,77.0
36195,93.0
36196,124.0
36197,146.0
36198,143.0
36199,115.0
36200,107.0
36201,99.0
36202,100.0
36203,103.0
36204,75.0
36205,61.0
36206,83.0
36207,90.0
36208,70.0
36209,75.0
36210,83.0
36211,79.0
36212,95.0
36213,134.0
36214,161.0
36215,151.0
36216,147.0
36217,143.0
36218,132.0
36219,119.0
36220,102.0
36221,97.0
36222,104.0
36223,123.0
36224,141.0
36225,167.0
36226,174.0
36227,196.0
36228,215.0
36229,214.0
36230,197.0
36231,168.0
36232,122.0
36233,66.0
36234,36.0
36235,20.0
36236,17.0
36237,18.0
36238,14.0
36239,16.0
36240,18.0
36241,20.0
36242,22.0
36243,22.0
36244,45.0
36245,121.0
36246,122.0
36247,114.0
36248,106.0
36249,62.0
36250,84.0
36251,79.0
36252,80.0
36253,85.0
36254,81.0
36255,79.0
36256,80.0
36257,79.0
36258,85.0
36259,85.0
36260,81.0
36261,90.0
36262,97.0
36263,103.0
36264,115.0
36265,117.0
36266,130.0
36267,132.0
36268,136.0
36269,150.0
36270,128.0
36271,144.0
36272,146.0
36273,152.0
36274,165.0
36275,178.0
36276,196.0
36277,215.0
36278,242.0
36279,249.0
36280,258.0
36281,259.0
36282,239.0
36283,224.0
36284,182.0
36285,111.0
36286,59.0
36287,43.0
36288,50.0
36289,54.0
36290,38.0
36291,40.0
36292,56.0
36293,64.0
36294,65.0
36295,63.0
36296,73.0
36297,74.0
36298,84.0
36299,80.0
36300,96.0
36301,109.0
36302,110.0
36303,102.0
36304,105.0
36305,105.0
36306,94.0
36307,92.0
36308,85.0
36309,61.0
36310,54.0
36311,46.0
36312,46.0
36313,56.0
36314,57.0
36315,59.0
36316,61.0
36317,76.0
36318,87.0
36319,99.0
36320,104.0
36321,92.0
36322,89.0
36323,85.0
36324,99.0
36325,98.0
36326,84.0
36327,83.0
36328,102.0
36329,84.0
36330,91.0
36331,104.0
36332,95.0
36333,88.0
36334,78.0
36335,84.0
36336,99.0
36337,93.0
36338,79.0
36339,79.0
36340,79.0
36341,91.0
36342,88.0
36343,92.0
36344,95.0
36345,107.0
36346,123.0
36347,117.0
36348,140.0
36349,150.0
36350,150.0
36351,132.0
36352,160.0
36353,158.0
36354,157.0
36355,113.0
36356,51.0
36357,13.0
36358,12.0
36359,7.0
36360,10.0
36361,8.0
36362,8.0
36363,10.0
36364,13.0
36365,18.0
36366,21.0
36367,21.0
36368,15.0
36369,10.0
36370,8.0
36371,9.0
36372,8.0
36373,15.0
36374,20.0
36375,20.0
36376,18.0
36377,15.0
36378,15.0
36379,16.0
36380,19.0
36381,23.0
36382,24.0
36383,26.0
36384,27.0
36385,27.0
36386,26.0
36387,23.0
36388,28.0
36389,27.0
36390,29.0
36391,31.0
36392,26.0
36393,26.0
36394,23.0
36395,39.0
36396,39.0
36397,40.0
36398,40.0
36399,94.0
36400,102.0
36401,100.0
36402,26.0
36403,19.0
36404,13.0
36405,17.0
36406,12.0
36407,16.0
36408,12.0
36409,13.0
36410,12.0
36411,14.0
36412,11.0
36413,8.0
36414,17.0
36415,13.0
36416,12.0
36417,13.0
36418,19.0
36419,27.0
36420,27.0
36421,38.0
36422,44.0
36423,44.0
36424,43.0
36425,49.0
36426,35.0
36427,18.0
36428,15.0
36429,21.0
36430,29.0
36431,21.0
36432,34.0
36433,32.0
36434,24.0
36435,32.0
36436,32.0
36437,34.0
36438,39.0
36439,40.0
36440,44.0
36441,38.0
36442,38.0
36443,42.0
36444,44.0
36445,54.0
36446,62.0
36447,78.0
36448,77.0
36449,75.0
36450,67.0
36451,52.0
36452,41.0
36453,29.0
36454,21.0
36455,19.0
36456,8.0
36457,14.0
36458,30.0
36459,29.0
36460,38.0
36461,63.0
36462,63.0
36463,63.0
36464,79.0
36465,71.0
36466,96.0
36467,102.0
36468,113.0
36469,73.0
36470,67.0
36471,67.0
36472,88.0
36473,85.0
36474,88.0
36475,104.0
36476,100.0
36477,99.0
36478,100.0
36479,107.0
36480,104.0
36481,90.0
36482,100.0
36483,99.0
36484,95.0
36485,97.0
36486,90.0
36487,76.0
36488,72.0
36489,81.0
36490,84.0
36491,90.0
36492,96.0
36493,115.0
36494,115.0
36495,108.0
36496,125.0
36497,123.0
36498,127.0
36499,132.0
36500,125.0
36501,119.0
36502,127.0
36503,139.0
36504,134.0
36505,131.0
36506,135.0
36507,137.0
36508,143.0
36509,140.0
36510,86.0
36511,83.0
36512,83.0
36513,68.0
36514,53.0
36515,52.0
36516,46.0
36517,49.0
36518,59.0
36519,52.0
36520,43.0
36521,46.0
36522,40.0
36523,32.0
36524,29.0
36525,33.0
36526,37.0
36527,37.0
36528,62.0
36529,80.0
36530,62.0
36531,53.0
36532,59.0
36533,51.0
36534,60.0
36535,59.0
36536,55.0
36537,49.0
36538,52.0
36539,55.0
36540,24.0
36541,21.0
36542,18.0
36543,25.0
36544,25.0
36545,18.0
36546,18.0
36547,24.0
36548,20.0
36549,31.0
36550,31.0
36551,28.0
36552,31.0
36553,28.0
36554,34.0
36555,32.0
36556,44.0
36557,46.0
36558,43.0
36559,48.0
36560,57.0
36561,53.0
36562,64.0
36563,52.0
36564,37.0
36565,35.0
36566,39.0
36567,31.0
36568,29.0
36569,28.0
36570,32.0
36571,33.0
36572,25.0
36573,30.0
36574,28.0
36575,36.0
36576,43.0
36577,43.0
36578,54.0
36579,56.0
36580,45.0
36581,48.0
36582,57.0
36583,50.0
36584,47.0
36585,48.0
36586,62.0
36587,77.0
36588,83.0
36589,87.0
36590,88.0
36591,107.0
36592,88.0
36593,88.0
36594,79.0
36595,60.0
36596,48.0
36597,38.0
36598,42.0
36599,47.0
36600,53.0
36601,52.0
36602,51.0
36603,53.0
36604,51.0
36605,54.0
36606,54.0
36607,54.0
36608,53.0
36609,57.0
36610,80.0
36611,84.0
36612,90.0
36613,95.0
36614,108.0
36615,102.0
36616,90.0
36617,76.0
36618,54.0
36619,43.0
36620,43.0
36621,45.0
36622,43.0
36623,49.0
36624,56.0
36625,55.0
36626,59.0
36627,60.0
36628,68.0
36629,70.0
36630,81.0
36631,90.0
36632,108.0
36633,109.0
36634,106.0
36635,96.0
36636,82.0
36637,87.0
36638,101.0
36639,99.0
36640,104.0
36641,101.0
36642,88.0
36643,9.0
36644,9.0
36645,6.0
36646,6.0
36647,7.0
36648,7.0
36649,9.0
36650,10.0
36651,12.0
36652,10.0
36653,17.0
36654,24.0
36655,25.0
36656,19.0
36657,17.0
36658,14.0
36659,8.0
36660,6.0
36661,6.0
36662,5.0
36663,4.0
36664,3.0
36665,3.0
36666,5.0
36667,5.0
36668,5.0
36669,7.0
36670,6.0
36671,9.0
36672,8.0
36673,19.0
36674,26.0
36675,26.0
36676,38.0
36677,69.0
36678,45.0
36679,33.0
36680,24.0
36681,29.0
36682,25.0
36683,26.0
36684,25.0
36685,45.0
36686,58.0
36687,59.0
36688,48.0
36689,45.0
36690,48.0
36691,43.0
36692,11.0
36693,11.0
36694,19.0
36695,25.0
36696,30.0
36697,44.0
36698,38.0
36699,33.0
36700,35.0
36701,41.0
36702,32.0
36703,32.0
36704,25.0
36705,17.0
36706,32.0
36707,20.0
36708,15.0
36709,33.0
36710,19.0
36711,22.0
36712,31.0
36713,49.0
36714,52.0
36715,59.0
36716,67.0
36717,62.0
36718,58.0
36719,50.0
36720,71.0
36721,76.0
36722,82.0
36723,83.0
36724,99.0
36725,78.0
36726,80.0
36727,77.0
36728,79.0
36729,79.0
36730,59.0
36731,75.0
36732,94.0
36733,88.0
36734,88.0
36735,85.0
36736,87.0
36737,94.0
36738,103.0
36739,101.0
36740,114.0
36741,123.0
36742,122.0
36743,96.0
36744,51.0
36745,23.0
36746,59.0
36747,43.0
36748,13.0
36749,13.0
36750,16.0
36751,13.0
36752,12.0
36753,18.0
36754,16.0
36755,15.0
36756,20.0
36757,17.0
36758,19.0
36759,40.0
36760,44.0
36761,33.0
36762,33.0
36763,37.0
36764,37.0
36765,50.0
36766,51.0
36767,39.0
36768,28.0
36769,35.0
36770,31.0
36771,31.0
36772,27.0
36773,23.0
36774,18.0
36775,16.0
36776,12.0
36777,14.0
36778,14.0
36779,10.0
36780,20.0
36781,30.0
36782,40.0
36783,44.0
36784,38.0
36785,50.0
36786,64.0
36787,99.0
36788,110.0
36789,105.0
36790,108.0
36791,121.0
36792,126.0
36793,103.0
36794,78.0
36795,93.0
36796,49.0
36797,29.0
36798,25.0
36799,34.0
36800,39.0
36801,41.0
36802,48.0
36803,49.0
36804,19.0
36805,14.0
36806,24.0
36807,22.0
36808,30.0
36809,30.0
36810,37.0
36811,35.0
36812,39.0
36813,38.0
36814,35.0
36815,29.0
36816,28.0
36817,18.0
36818,25.0
36819,34.0
36820,24.0
36821,23.0
36822,30.0
36823,35.0
36824,46.0
36825,47.0
36826,39.0
36827,50.0
36828,54.0
36829,59.0
36830,58.0
36831,70.0
36832,90.0
36833,106.0
36834,128.0
36835,118.0
36836,111.0
36837,131.0
36838,153.0
36839,169.0
36840,161.0
36841,141.0
36842,117.0
36843,117.0
36844,101.0
36845,94.0
36846,89.0
36847,82.0
36848,105.0
36849,130.0
36850,161.0
36851,156.0
36852,100.0
36853,62.0
36854,84.0
36855,61.0
36856,80.0
36857,113.0
36858,140.0
36859,134.0
36860,117.0
36861,112.0
36862,130.0
36863,148.0
36864,162.0
36865,169.0
36866,164.0
36867,169.0
36868,155.0
36869,178.0
36870,191.0
36871,196.0
36872,138.0
36873,132.0
36874,105.0
36875,111.0
36876,96.0
36877,105.0
36878,108.0
36879,111.0
36880,103.0
36881,114.0
36882,176.0
36883,221.0
36884,225.0
36885,84.0
36886,13.0
36887,20.0
36888,28.0
36889,29.0
36890,24.0
36891,32.0
36892,40.0
36893,47.0
36894,49.0
36895,77.0
36896,103.0
36897,119.0
36898,132.0
36899,148.0
36900,38.0
36901,60.0
36902,76.0
36903,56.0
36904,62.0
36905,63.0
36906,75.0
36907,67.0
36908,74.0
36909,71.0
36910,76.0
36911,79.0
36912,82.0
36913,53.0
36914,46.0
36915,46.0
36916,45.0
36917,24.0
36918,11.0
36919,22.0
36920,47.0
36921,83.0
36922,77.0
36923,80.0
36924,108.0
36925,121.0
36926,144.0
36927,143.0
36928,151.0
36929,153.0
36930,146.0
36931,141.0
36932,151.0
36933,158.0
36934,119.0
36935,137.0
36936,191.0
36937,200.0
36938,200.0
36939,181.0
36940,116.0
36941,106.0
36942,114.0
36943,109.0
36944,87.0
36945,65.0
36946,71.0
36947,79.0
36948,73.0
36949,72.0
36950,74.0
36951,78.0
36952,89.0
36953,86.0
36954,59.0
36955,39.0
36956,48.0
36957,41.0
36958,63.0
36959,59.0
36960,35.0
36961,22.0
36962,13.0
36963,19.0
36964,12.0
36965,10.0
36966,11.0
36967,17.0
36968,20.0
36969,20.0
36970,38.0
36971,61.0
36972,94.0
36973,89.0
36974,82.0
36975,74.0
36976,70.0
36977,70.0
36978,71.0
36979,76.0
36980,72.0
36981,60.0
36982,64.0
36983,73.0
36984,70.0
36985,74.0
36986,57.0
36987,62.0
36988,61.0
36989,54.0
36990,51.0
36991,53.0
36992,57.0
36993,66.0
36994,66.0
36995,15.0
36996,18.0
36997,18.0
36998,15.0
36999,16.0
37000,18.0
37001,23.0
37002,23.0
37003,23.0
37004,15.0
37005,18.0
37006,20.0
37007,38.0
37008,51.0
37009,49.0
37010,51.0
37011,40.0
37012,50.0
37013,50.0
37014,38.0
37015,36.0
37016,41.0
37017,34.0
37018,13.0
37019,29.0
37020,34.0
37021,39.0
37022,42.0
37023,36.0
37024,31.0
37025,25.0
37026,27.0
37027,23.0
37028,21.0
37029,25.0
37030,18.0
37031,18.0
37032,15.0
37033,19.0
37034,8.0
37035,16.0
37036,17.0
37037,18.0
37038,17.0
37039,16.0
37040,26.0
37041,24.0
37042,28.0
37043,27.0
37044,34.0
37045,28.0
37046,29.0
37047,43.0
37048,44.0
37049,50.0
37050,59.0
37051,66.0
37052,66.0
37053,66.0
37054,63.0
37055,64.0
37056,68.0
37057,64.0
37058,50.0
37059,47.0
37060,37.0
37061,40.0
37062,47.0
37063,54.0
37064,48.0
37065,47.0
37066,41.0
37067,50.0
37068,57.0
37069,64.0
37070,54.0
37071,52.0
37072,54.0
37073,62.0
37074,58.0
37075,69.0
37076,77.0
37077,89.0
37078,90.0
37079,86.0
37080,74.0
37081,74.0
37082,75.0
37083,85.0
37084,93.0
37085,96.0
37086,109.0
37087,98.0
37088,113.0
37089,128.0
37090,117.0
37091,116.0
37092,127.0
37093,133.0
37094,150.0
37095,159.0
37096,185.0
37097,178.0
37098,193.0
37099,191.0
37100,199.0
37101,196.0
37102,190.0
37103,168.0
37104,128.0
37105,100.0
37106,91.0
37107,87.0
37108,73.0
37109,62.0
37110,66.0
37111,106.0
37112,95.0
37113,93.0
37114,75.0
37115,62.0
37116,61.0
37117,68.0
37118,75.0
37119,62.0
37120,31.0
37121,39.0
37122,46.0
37123,17.0
37124,6.0
37125,4.0
37126,4.0
37127,15.0
37128,10.0
37129,16.0
37130,7.0
37131,11.0
37132,12.0
37133,7.0
37134,10.0
37135,11.0
37136,13.0
37137,13.0
37138,11.0
37139,18.0
37140,27.0
37141,32.0
37142,25.0
37143,28.0
37144,22.0
37145,35.0
37146,32.0
37147,28.0
37148,22.0
37149,17.0
37150,26.0
37151,24.0
37152,17.0
37153,16.0
37154,13.0
37155,14.0
37156,9.0
37157,15.0
37158,15.0
37159,15.0
37160,6.0
37161,15.0
37162,15.0
37163,26.0
37164,21.0
37165,25.0
37166,28.0
37167,30.0
37168,54.0
37169,43.0
37170,32.0
37171,37.0
37172,30.0
37173,26.0
37174,50.0
37175,77.0
37176,45.0
37177,36.0
37178,48.0
37179,60.0
37180,48.0
37181,59.0
37182,61.0
37183,59.0
37184,31.0
37185,39.0
37186,33.0
37187,62.0
37188,59.0
37189,66.0
37190,69.0
37191,70.0
37192,67.0
37193,59.0
37194,68.0
37195,84.0
37196,104.0
37197,94.0
37198,80.0
37199,65.0
37200,61.0
37201,64.0
37202,71.0
37203,93.0
37204,104.0
37205,95.0
37206,74.0
37207,72.0
37208,51.0
37209,54.0
37210,40.0
37211,45.0
37212,51.0
37213,59.0
37214,57.0
37215,59.0
37216,58.0
37217,59.0
37218,63.0
37219,76.0
37220,86.0
37221,100.0
37222,108.0
37223,108.0
37224,101.0
37225,105.0
37226,105.0
37227,102.0
37228,116.0
37229,124.0
37230,122.0
37231,122.0
37232,121.0
37233,141.0
37234,163.0
37235,168.0
37236,149.0
37237,66.0
37238,48.0
37239,27.0
37240,30.0
37241,34.0
37242,43.0
37243,45.0
37244,65.0
37245,59.0
37246,58.0
37247,57.0
37248,52.0
37249,33.0
37250,50.0
37251,56.0
37252,64.0
37253,66.0
37254,72.0
37255,78.0
37256,78.0
37257,84.0
37258,98.0
37259,110.0
37260,114.0
37261,101.0
37262,111.0
37263,110.0
37264,134.0
37265,169.0
37266,190.0
37267,214.0
37268,239.0
37269,250.0
37270,259.0
37271,263.0
37272,280.0
37273,277.0
37274,274.0
37275,256.0
37276,232.0
37277,212.0
37278,177.0
37279,175.0
37280,167.0
37281,161.0
37282,150.0
37283,153.0
37284,206.0
37285,237.0
37286,250.0
37287,295.0
37288,291.0
37289,299.0
37290,303.0
37291,293.0
37292,281.0
37293,259.0
37294,226.0
37295,201.0
37296,185.0
37297,153.0
37298,145.0
37299,152.0
37300,137.0
37301,137.0
37302,139.0
37303,178.0
37304,200.0
37305,213.0
37306,148.0
37307,194.0
37308,172.0
37309,151.0
37310,156.0
37311,168.0
37312,172.0
37313,174.0
37314,169.0
37315,158.0
37316,152.0
37317,149.0
37318,148.0
37319,125.0
37320,112.0
37321,105.0
37322,114.0
37323,96.0
37324,80.0
37325,71.0
37326,67.0
37327,74.0
37328,70.0
37329,77.0
37330,77.0
37331,91.0
37332,107.0
37333,157.0
37334,184.0
37335,182.0
37336,207.0
37337,233.0
37338,212.0
37339,209.0
37340,237.0
37341,252.0
37342,233.0
37343,240.0
37344,218.0
37345,217.0
37346,196.0
37347,180.0
37348,157.0
37349,153.0
37350,153.0
37351,150.0
37352,158.0
37353,168.0
37354,167.0
37355,184.0
37356,194.0
37357,181.0
37358,153.0
37359,139.0
37360,133.0
37361,130.0
37362,116.0
37363,114.0
37364,99.0
37365,94.0
37366,84.0
37367,80.0
37368,80.0
37369,88.0
37370,103.0
37371,132.0
37372,151.0
37373,165.0
37374,182.0
37375,191.0
37376,193.0
37377,192.0
37378,189.0
37379,188.0
37380,223.0
37381,239.0
37382,235.0
37383,196.0
37384,180.0
37385,192.0
37386,187.0
37387,164.0
37388,156.0
37389,163.0
37390,144.0
37391,137.0
37392,131.0
37393,115.0
37394,68.0
37395,26.0
37396,16.0
37397,15.0
37398,10.0
37399,13.0
37400,11.0
37401,8.0
37402,10.0
37403,16.0
37404,49.0
37405,45.0
37406,42.0
37407,55.0
37408,53.0
37409,85.0
37410,37.0
37411,19.0
37412,21.0
37413,16.0
37414,17.0
37415,17.0
37416,16.0
37417,11.0
37418,11.0
37419,14.0
37420,9.0
37421,8.0
37422,10.0
37423,14.0
37424,14.0
37425,22.0
37426,32.0
37427,36.0
37428,29.0
37429,31.0
37430,35.0
37431,34.0
37432,28.0
37433,52.0
37434,70.0
37435,52.0
37436,39.0
37437,31.0
37438,25.0
37439,25.0
37440,28.0
37441,28.0
37442,25.0
37443,15.0
37444,17.0
37445,18.0
37446,35.0
37447,17.0
37448,17.0
37449,18.0
37450,24.0
37451,28.0
37452,31.0
37453,40.0
37454,42.0
37455,48.0
37456,52.0
37457,53.0
37458,58.0
37459,58.0
37460,64.0
37461,61.0
37462,41.0
37463,35.0
37464,18.0
37465,11.0
37466,13.0
37467,12.0
37468,9.0
37469,9.0
37470,16.0
37471,13.0
37472,16.0
37473,9.0
37474,18.0
37475,28.0
37476,32.0
37477,33.0
37478,35.0
37479,46.0
37480,19.0
37481,21.0
37482,9.0
37483,12.0
37484,9.0
37485,10.0
37486,12.0
37487,10.0
37488,10.0
37489,9.0
37490,7.0
37491,6.0
37492,12.0
37493,17.0
37494,16.0
37495,19.0
37496,22.0
37497,20.0
37498,36.0
37499,35.0
37500,30.0
37501,13.0
37502,19.0
37503,20.0
37504,18.0
37505,17.0
37506,17.0
37507,10.0
37508,13.0
37509,13.0
37510,10.0
37511,10.0
37512,12.0
37513,11.0
37514,9.0
37515,20.0
37516,21.0
37517,20.0
37518,26.0
37519,35.0
37520,58.0
37521,45.0
37522,50.0
37523,58.0
37524,44.0
37525,46.0
37526,31.0
37527,23.0
37528,21.0
37529,24.0
37530,19.0
37531,22.0
37532,18.0
37533,19.0
37534,21.0
37535,22.0
37536,29.0
37537,36.0
37538,39.0
37539,36.0
37540,42.0
37541,38.0
37542,36.0
37543,30.0
37544,15.0
37545,19.0
37546,30.0
37547,60.0
37548,40.0
37549,29.0
37550,35.0
37551,40.0
37552,42.0
37553,37.0
37554,44.0
37555,49.0
37556,50.0
37557,52.0
37558,50.0
37559,52.0
37560,50.0
37561,55.0
37562,57.0
37563,45.0
37564,51.0
37565,49.0
37566,54.0
37567,62.0
37568,73.0
37569,81.0
37570,93.0
37571,108.0
37572,112.0
37573,113.0
37574,85.0
37575,90.0
37576,85.0
37577,121.0
37578,130.0
37579,133.0
37580,148.0
37581,160.0
37582,159.0
37583,172.0
37584,142.0
37585,146.0
37586,134.0
37587,111.0
37588,90.0
37589,60.0
37590,60.0
37591,70.0
37592,80.0
37593,74.0
37594,64.0
37595,82.0
37596,111.0
37597,112.0
37598,128.0
37599,126.0
37600,147.0
37601,135.0
37602,142.0
37603,144.0
37604,142.0
37605,139.0
37606,129.0
37607,132.0
37608,130.0
37609,162.0
37610,162.0
37611,163.0
37612,152.0
37613,150.0
37614,160.0
37615,172.0
37616,188.0
37617,195.0
37618,220.0
37619,191.0
37620,154.0
37621,158.0
37622,131.0
37623,128.0
37624,123.0
37625,112.0
37626,122.0
37627,113.0
37628,109.0
37629,120.0
37630,125.0
37631,127.0
37632,143.0
37633,109.0
37634,96.0
37635,80.0
37636,96.0
37637,106.0
37638,103.0
37639,84.0
37640,80.0
37641,81.0
37642,87.0
37643,69.0
37644,73.0
37645,72.0
37646,77.0
37647,77.0
37648,75.0
37649,72.0
37650,68.0
37651,60.0
37652,48.0
37653,52.0
37654,66.0
37655,57.0
37656,51.0
37657,45.0
37658,38.0
37659,45.0
37660,48.0
37661,53.0
37662,64.0
37663,72.0
37664,81.0
37665,66.0
37666,41.0
37667,46.0
37668,60.0
37669,57.0
37670,65.0
37671,64.0
37672,62.0
37673,55.0
37674,52.0
37675,55.0
37676,60.0
37677,52.0
37678,55.0
37679,67.0
37680,85.0
37681,87.0
37682,79.0
37683,60.0
37684,69.0
37685,59.0
37686,53.0
37687,55.0
37688,52.0
37689,48.0
37690,56.0
37691,59.0
37692,60.0
37693,55.0
37694,59.0
37695,59.0
37696,53.0
37697,20.0
37698,20.0
37699,20.0
37700,11.0
37701,15.0
37702,12.0
37703,15.0
37704,14.0
37705,15.0
37706,13.0
37707,11.0
37708,14.0
37709,15.0
37710,17.0
37711,14.0
37712,11.0
37713,9.0
37714,6.0
37715,6.0
37716,13.0
37717,10.0
37718,16.0
37719,16.0
37720,14.0
37721,18.0
37722,19.0
37723,15.0
37724,12.0
37725,18.0
37726,17.0
37727,16.0
37728,16.0
37729,11.0
37730,15.0
37731,8.0
37732,12.0
37733,19.0
37734,21.0
37735,17.0
37736,16.0
37737,20.0
37738,20.0
37739,21.0
37740,23.0
37741,12.0
37742,13.0
37743,19.0
37744,20.0
37745,16.0
37746,18.0
37747,19.0
37748,13.0
37749,22.0
37750,20.0
37751,16.0
37752,20.0
37753,21.0
37754,21.0
37755,42.0
37756,46.0
37757,43.0
37758,42.0
37759,41.0
37760,46.0
37761,55.0
37762,52.0
37763,50.0
37764,74.0
37765,73.0
37766,82.0
37767,74.0
37768,76.0
37769,82.0
37770,90.0
37771,103.0
37772,89.0
37773,67.0
37774,85.0
37775,62.0
37776,50.0
37777,69.0
37778,51.0
37779,24.0
37780,33.0
37781,35.0
37782,63.0
37783,104.0
37784,136.0
37785,146.0
37786,118.0
37787,127.0
37788,149.0
37789,160.0
37790,116.0
37791,91.0
37792,97.0
37793,61.0
37794,49.0
37795,40.0
37796,31.0
37797,27.0
37798,32.0
37799,28.0
37800,31.0
37801,38.0
37802,45.0
37803,44.0
37804,55.0
37805,61.0
37806,69.0
37807,69.0
37808,72.0
37809,87.0
37810,91.0
37811,116.0
37812,136.0
37813,146.0
37814,149.0
37815,142.0
37816,137.0
37817,113.0
37818,119.0
37819,107.0
37820,112.0
37821,80.0
37822,62.0
37823,67.0
37824,62.0
37825,76.0
37826,72.0
37827,63.0
37828,57.0
37829,62.0
37830,59.0
37831,57.0
37832,60.0
37833,68.0
37834,76.0
37835,86.0
37836,97.0
37837,102.0
37838,111.0
37839,107.0
37840,106.0
37841,113.0
37842,105.0
37843,114.0
37844,133.0
37845,120.0
37846,99.0
37847,87.0
37848,93.0
37849,85.0
37850,95.0
37851,98.0
37852,99.0
37853,88.0
37854,83.0
37855,84.0
37856,93.0
37857,95.0
37858,113.0
37859,121.0
37860,127.0
37861,134.0
37862,138.0
37863,141.0
37864,143.0
37865,125.0
37866,111.0
37867,118.0
37868,110.0
37869,101.0
37870,73.0
37871,61.0
37872,67.0
37873,80.0
37874,81.0
37875,77.0
37876,89.0
37877,88.0
37878,83.0
37879,89.0
37880,96.0
37881,90.0
37882,99.0
37883,101.0
37884,114.0
37885,135.0
37886,155.0
37887,189.0
37888,179.0
37889,151.0
37890,125.0
37891,101.0
37892,92.0
37893,97.0
37894,86.0
37895,84.0
37896,89.0
37897,89.0
37898,86.0
37899,92.0
37900,86.0
37901,85.0
37902,83.0
37903,82.0
37904,78.0
37905,69.0
37906,52.0
37907,53.0
37908,88.0
37909,117.0
37910,113.0
37911,142.0
